start_date,country,area_name,shutdown_type,affected_network,shutdown_extent,ordered_by,actual_cause,shutdown_status
8/5/2023,India,"Nuh and Palwal Districts, Haryana",Shutdown,Mobile,Full network,State government,Communal violence,Ended
8/5/2023,Iraq,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Exam cheating,Ended
8/6/2023,India,"Mendhar, Poonch District, Jammu & Kashmir","Shutdown, Throttle",Mobile,Full network,State government,Unknown,Ended
8/6/2023,Iraq,Kurdistan,Shutdown,"Broadband, Mobile",Full network,Executive government,Exam cheating,Ended
8/8/2023,India,"Nuh District, Haryana",Shutdown,Mobile,Full network,State government,Communal violence,Ended
8/8/2023,Myanmar,"Ouk Kyar Inn village, Phyu township, Bago Region",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
8/8/2023,Jordan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
8/9/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
8/10/2023,Syrian Arab Republic,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Exam cheating,Ended
8/11/2023,India,"Nuh District, Haryana",Shutdown,Mobile,Full network,State government,Communal violence,Ended
8/13/2023,Tanzania,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
8/14/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
8/17/2023,Azerbaijan,Artsakh,Shutdown,"Broadband, Mobile",Full network,Executive government,Conflict,Ended
8/18/2023,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
8/19/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
8/21/2023,Iraq,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Exam cheating,Ended
8/22/2023,India,"Bagaha town, West Champaran District, Bihar",Shutdown,"Broadband, Mobile",Service-based,State government,Communal violence,Ended
8/24/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
8/25/2023,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
8/26/2023,India,"Nuh District, Haryana",Shutdown,Mobile,Full network,State government,Other,Ended
8/26/2023,India,"Raxaul Subdivision, East Champaran District, Bihar",Shutdown,"Broadband, Mobile",Service-based,State government,Unknown,Ended
8/26/2023,Gabon,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Elections,Ended
8/29/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
9/1/2023,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
9/3/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
9/7/2023,Libya,Sirte,Shutdown,Mobile,Full network,Unknown,Conflict,Unknown
9/8/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
9/8/2023,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
9/11/2023,India,"Satara District, Maharashtra",Shutdown,Unknown,Full network,Law enforcement,Communal violence,Ended
9/13/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
9/15/2023,India,"Nuh District, Haryana",Shutdown,Mobile,Full network,State government,Other,Ended
9/15/2023,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
9/17/2023,India,"Nuh District, Haryana",Shutdown,Mobile,Full network,State government,Other,Ended
9/17/2023,Iraq,Nationwide (except Kurdistan),Shutdown,"Broadband, Mobile",Full network,Executive government,Exam cheating,Ended
9/18/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
9/18/2023,Myanmar,"Myitkyina, Kachin State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Ended
9/18/2023,Libya,Derna,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
9/19/2023,Azerbaijan,Fuzuli,"Shutdown, Throttle","Broadband, Mobile",Full network,Executive government,Conflict,Ended
9/19/2023,Azerbaijan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Conflict,Ended
9/20/2023,Azerbaijan,Stepanakert City,Shutdown,"Broadband, Mobile",Full network,Executive government,Conflict,Unknown
9/21/2023,Ukraine,Rivne Oblast,"Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
9/22/2023,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
9/26/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
9/29/2023,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
10/1/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
10/6/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
10/6/2023,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
10/6/2023,Libya,Benghazi,"Shutdown, Throttle","Broadband, Mobile",Full network,Unknown,Conflict,Ended
10/7/2023,Palestine,"Deir El Balah, Gaza City, Khan Yunis, Rafah",Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
10/7/2023,Palestine,Khan Yunis,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
10/7/2023,Palestine,"Beit Lahia, Deir El Balah, Gaza City, Khan Yunis",Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
10/7/2023,Palestine,"Gaza City, Khan Yunis",Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
10/9/2023,Palestine,Gaza Strip,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ongoing
10/11/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
10/11/2023,Mozambique,Nationwide,Shutdown,Mobile,Full network,Executive government,Elections,Ended
10/12/2023,Palestine,Gaza City,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
10/13/2023,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
10/16/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
10/16/2023,Myanmar,"Kalay township, Sagaing Division",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Ended
10/20/2023,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
10/21/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
10/22/2023,Venezuela,Caracas,"Shutdown, Throttle","Broadband, Mobile",Full network,Unknown,Elections,Ended
10/26/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
10/26/2023,Palestine,Gaza Strip,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
10/27/2023,India,"Sadar subdivision, Chhapra town, Saran District, Bihar",Shutdown,"Broadband, Mobile",Service-based,State government,Communal violence,Ended
10/27/2023,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
10/28/2023,Ukraine,Crimea and other occupied territories of Ukraine,"Shutdown, Throttle","Broadband, Mobile",Full network,Non-government,Conflict,Ended
10/28/2023,Bangladesh,"Naya Paltan area, Dhaka","Shutdown, Throttle",Mobile,Full network,Executive government,Protests,Ended
10/29/2023,Palestine,"Deir El Balah, Gaza City",Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
10/29/2023,Myanmar,"Hseni township, Shan State",Shutdown,Mobile,Full network,Military,Conflict,Unknown
10/30/2023,India,"Beed District, Maharashtra",Shutdown,Unknown,Full network,Law enforcement,Protests,Ended
10/31/2023,India,"Wampora and Hunipora areas, Pulwama District, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Information control,Ended
10/31/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
11/1/2023,India,"Gangapur, Vaijapur, Khultabad, Phulambri, Sillod, Kannad, Paithan, Soegaon and Chhatrapati Sambhajinagar tehsils, Aurangabad District, Maharashtra",Shutdown,"Broadband, Mobile",Full network,State government,Protests,Ended
11/1/2023,Palestine,Gaza Strip,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
11/2/2023,Iran,Kurdistan,Shutdown,"Broadband, Mobile",Full network,Unknown,Visits by government officials,Ended
11/2/2023,Myanmar,"Laukkaing township, Shan State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
11/2/2023,Myanmar,"Kawkareik, Kyainseikgyi townships, Kayin State",Shutdown,Mobile,Full network,Military,Conflict,Unknown
11/3/2023,India,"Wampora and Hunipora areas, Pulwama District, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Information control,Ended
11/3/2023,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
11/4/2023,Myanmar,"Kawlin township, Sagaing Division",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
11/5/2023,India,"Wampora and Hunipora areas, Pulwama District, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Information control,Ended
11/5/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
11/5/2023,Palestine,Gaza Strip,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
11/8/2023,India,"Wampora and Hunipora areas, Pulwama District, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Information control,Ended
11/8/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
11/8/2023,Kenya,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Exam cheating,Ended
11/10/2023,Iran,Sistan and Baluchestan,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
11/10/2023,Myanmar,Kachin State,Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
11/13/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
11/13/2023,Myanmar,Rakhine State,Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
11/13/2023,Nepal,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ended
11/16/2023,Palestine,Gaza Strip,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
11/18/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
11/18/2023,Iran,Nationwide,"Shutdown, Throttle","Broadband, Mobile",Full network,Unknown,Unknown,Ended
11/21/2023,Myanmar,"20 villages in Kyaikmaraw township, Mon State",Shutdown,Mobile,Full network,Military,Conflict,Unknown
11/22/2023,Myanmar,"Loikaw township, Kayah State",Shutdown,Mobile,Full network,Military,Conflict,Unknown
11/23/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
11/24/2023,Guinea,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ended
11/28/2023,India,Manipur,Shutdown,Mobile,Full network,State government,Communal violence,Ended
11/30/2023,Myanmar,"Paletwa township, Chin State",Shutdown,Mobile,Full network,Military,Conflict,Unknown
12/2/2023,Myanmar,"Muse township, Shan State",Shutdown,Mobile,Full network,Military,Conflict,Unknown
12/3/2023,India,"7 targeted zones across district boundaries, Manipur",Shutdown,Mobile,Full network,State government,Communal violence,Ended
12/3/2023,Myanmar,"Kyaukkyi, Mone townships, Bago Region",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
12/3/2023,Myanmar,"Demoso township, Kayah State",Shutdown,Mobile,Full network,Military,Conflict,Unknown
12/4/2023,Palestine,Gaza Strip,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
12/7/2023,Myanmar,"Kyauktaw, Pauktaw townships, Rakhine State",Shutdown,Mobile,Full network,Military,Conflict,Unknown
12/11/2023,Palestine,"Deir El Balah, Gaza City",Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
12/12/2023,Ukraine,Nationwide,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
12/14/2023,Palestine,Gaza Strip,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
12/17/2023,Myanmar,"Ann plus other nearby townships, Rakhine State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
12/17/2023,Pakistan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Protests,Ended
12/18/2023,India,"7 targeted zones across district boundaries, Manipur",Shutdown,Mobile,Full network,State government,Communal violence,Ended
12/20/2023,Palestine,Gaza Strip,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
12/22/2023,India,"Surankote and Buffliaz areas, Poonch District, Jammu & Kashmir","Shutdown, Throttle",Mobile,Full network,State government,Information control,Ended
12/22/2023,India,"Rajouri and Poonch Districts, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Information control,Ended
12/23/2023,India,"Rajouri and Poonch Districts, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Information control,Ended
12/23/2023,India,"Rajouri and Poonch Districts, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Information control,Ended
12/24/2023,India,"Rajouri and Poonch Districts, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Information control,Ended
12/25/2023,India,"Rajouri and Poonch Districts, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Information control,Ended
12/26/2023,India,"Rajouri and Poonch Districts, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Information control,Ended
12/26/2023,Palestine,Gaza Strip,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
12/27/2023,India,"Rajouri and Poonch Districts, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Information control,Ended
12/27/2023,Myanmar,"Namtu township, Shan State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
12/29/2023,Myanmar,"Natthankwin, Penwegon, Mone townships and multiple areas to the east of the Sittaung river, Bago Region",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
12/30/2023,Myanmar,"Nanttway, Mongngawt, Kyuakme townships, Shan State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
9/11/2013,Turkey,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
9/15/2016,Indonesia,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
10/28/2016,United Arab Emirates,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Information control,Ongoing
2/9/2017,Saudi Arabia,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Information control,Ongoing
5/12/2017,Iran,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Information control,Ongoing
5/24/2019,Lebanon,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
5/31/2019,Pakistan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
1/1/2020,Qatar,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Information control,Ongoing
6/29/2020,India,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Conflict,Ongoing
11/4/2020,Ethiopia,Tigray,Shutdown,"Broadband, Mobile",Full network,Unknown,Conflict,Ongoing
1/12/2021,Uganda,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Elections,Ongoing
1/25/2021,Iran,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Unknown,Ongoing
3/10/2021,Russian Federation,Nationwide,Throttle,"Broadband, Mobile","Full network, Service-based",Executive government,Other,Ongoing
3/14/2021,Oman,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
3/15/2021,Jordan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Protests,Ongoing
3/16/2021,China,Nationwide except for HK SAR,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
8/20/2021,Myanmar,"Kachin's Hpakant, Sagaing",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Ongoing
9/14/2021,Myanmar,"Sagaing’s Pale, Yinmarbin, Kani, Budalin, Ayadaw,  Taze, and Ye-U townships, Mandalay’s Mogyoke and Myingyan townships, and Magway's Taungdwingyi townships",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Ongoing
9/23/2021,Myanmar,"Chin state’s Matupi, Tonzang, Paletwa, Falam, Kanpetlet, Thantlang, Tedim, Mindat townships, Magway's Myaing, Gangaw, and Tilin townships",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Ongoing
9/26/2021,Myanmar,"Sagaing's Pinlebu, Wuntho, Kawlin, Salingyi, Mingin, Kalay townships, Chin's Haka township",Shutdown,Mobile,Full network,Military,Conflict,Ongoing
10/20/2021,Turkmenistan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
12/3/2021,China,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
1/6/2022,Myanmar,"Loikaw, Demoso, Bawlakhe, Hpasawng, and Mese townships in Kayah State",Shutdown,Mobile,Full network,Military,Conflict,Ongoing
2/6/2022,Pakistan,"Panjgur, Balochistan",Shutdown,"Broadband, Mobile",Full network,Unknown,Conflict,Ongoing
2/11/2022,Oman,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
2/26/2022,Russian Federation,Nationwide,"Shutdown, Throttle","Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
5/24/2022,Myanmar,"Dawei, Launglong, and Thayetchaung townships, Tanintharyi Region",Shutdown,Mobile,Full network,Military,Conflict,Ongoing
9/21/2022,Iran,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Protests,Ongoing
12/16/2022,Jordan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Protests,Ongoing
3/21/2023,Tanzania,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
5/1/2023,India,Jammu & Kashmir,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
8/2/2023,Ethiopia,Amhara region,Shutdown,"Broadband, Mobile","Full network, Service-based",Executive government,Conflict,Ongoing
8/2/2023,Senegal,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Protests,Ended
8/8/2023,Jordan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
8/13/2023,Tanzania,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
10/9/2023,Palestine,Gaza Strip,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ongoing
11/13/2023,Nepal,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ended
11/24/2023,Guinea,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ended
12/18/2023,India,"7 targeted zones across district boundaries, Manipur",Shutdown,Mobile,Full network,State government,Communal violence,Ended
1/1/2024,Myanmar,"20 villages in Yaychaungphyar area, Ye township, Mon State","Shutdown, Throttle","Broadband, Mobile",Full network,Military,Conflict,Unknown
1/1/2024,Sudan,Darfur region,Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
1/1/2024,Yemen,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Unknown,Information control,Ended
1/3/2024,Myanmar,"Kutkai, Shan State",Shutdown,Mobile,Full network,Military,Conflict,Ended
1/5/2024,Myanmar,"Pathein, Ayeyarwady Region",Shutdown,Mobile,Full network,Military,Conflict,Unknown
1/7/2024,India,"Jaipur, Jodhpur, and Kota Districts, Rajasthan",Shutdown,Mobile,"Full network, Service-based",State government,Exam cheating,Ended
1/8/2024,Myanmar,"Buthidaung, Maungdaw, Pauktaw townships, Rakhine State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
1/8/2024,Myanmar,"Gangaw, Magway Division",Shutdown,Mobile,Full network,Military,Conflict,Unknown
1/10/2024,Chad,Nationwide,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
1/12/2024,Palestine,Gaza Strip,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
1/13/2024,Russian Federation,At least 16 regions across Russia,Throttle,"Broadband, Mobile",Service-based,Executive government,Information control,Unknown
1/16/2024,Myanmar,"Sittwe city and Buthidaung, Gwa, Kyauktaw, Maungdaw, Minbya, Mrauk U, Myaypon, Pauktaw, Ponnakyun, and Rathidaung townships, Rakhine State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
1/16/2024,Russian Federation,Baimak,Shutdown,"Broadband, Mobile",Full network,Unknown,Protests,Ended
1/17/2024,Comoros,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
1/17/2024,Myanmar,"Paletwa township, Chin State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
1/22/2024,Myanmar,"Mabein and Mongmit townships, Shan State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
1/22/2024,Palestine,Gaza Strip,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
1/25/2024,Russian Federation,"Leningrad, Novgorod, and Pskov",Shutdown,Mobile,Full network,Unknown,Other,Ended
1/29/2024,Myanmar,"Gangaw, Magway Division",Shutdown,Mobile,Full network,Military,Conflict,Unknown
2/1/2024,India,"7 targeted zones across district boundaries, Manipur",Shutdown,Mobile,Full network,State government,Communal violence,Ended
2/2/2024,Sudan,Nationwide,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
2/4/2024,Senegal,Nationwide,Shutdown,Mobile,Full network,Executive government,Protests,Ended
2/6/2024,Sudan,Nationwide,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
2/6/2024,Azerbaijan,"Baku, Fuzuli","Shutdown, Throttle",Mobile,Full network,Executive government,Elections,Ended
2/7/2024,India,"Rajouri and Poonch Districts, Jammu & Kashmir",Shutdown,Mobile,Full network,State government,Protests,Ended
2/8/2024,India,"Rajouri and Poonch Districts, Jammu & Kashmir","Shutdown, Throttle",Mobile,Full network,State government,Protests,Ended
2/8/2024,India,"Haldwani, Uttarakhand",Shutdown,Unknown,Full network,Unknown,Protests,Ended
2/8/2024,Pakistan,Nationwide,Shutdown,Mobile,Full network,Executive government,Elections,Ended
2/9/2024,India,"Rajouri and Poonch Districts, Jammu & Kashmir","Shutdown, Throttle",Mobile,Full network,State government,Protests,Ended
2/9/2024,India,"Sandeshkhali and Hingalganj areas, North 24 Parganas District, West Bengal",Shutdown,Unknown,Full network,State government,Protests,Ended
2/9/2024,Myanmar,"Kawlin township, Sagaing Division",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
2/11/2024,India,"Ambala, Fatehabad, Hisar, Jind, Kaithal, Kurukshetra, and Sirsa Districts, Haryana",Shutdown,Mobile,Full network,State government,Protests,Ended
2/11/2024,India,"9 police jurisdictions across Bathinda, Mansa, Patiala, SAS Nagar, and Sri Muktsar Sahib Districts, Punjab",Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
2/11/2024,Myanmar,"Sittwe city, Rakhine State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
2/12/2024,India,"Anupgarh, Ganganagar, and Hanumangarh Districts, Bikaner Division, Rajasthan",Shutdown,Mobile,"Full network, Service-based",State government,Protests,Ended
2/12/2024,India,"11 police jurisdictions across Fatehgarh Sahib, Patiala, and Sangrur Districts, Punjab",Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
2/13/2024,India,"Ambala, Fatehabad, Hisar, Jind, Kaithal, Kurukshetra, and Sirsa Districts, Haryana",Shutdown,Mobile,Full network,State government,Protests,Ended
2/13/2024,Senegal,Nationwide,Shutdown,Mobile,Full network,Executive government,Protests,Ended
2/15/2024,India,"Ambala, Fatehabad, Hisar, Jind, Kaithal, Kurukshetra, and Sirsa Districts, Haryana",Shutdown,Mobile,Full network,State government,Protests,Ended
2/16/2024,India,"Churachandpur District, Manipur",Shutdown,"Broadband, Mobile",Full network,State government,Communal violence,Ended
2/16/2024,India,"7 targeted zones across district boundaries, Manipur",Shutdown,Mobile,Full network,State government,Communal violence,Ended
2/17/2024,India,"Ambala, Fatehabad, Hisar, Jind, Kaithal, Kurukshetra, and Sirsa Districts, Haryana",Shutdown,Mobile,Full network,State government,Protests,Ended
2/17/2024,India,"Darbhanga District, Bihar",Shutdown,"Broadband, Mobile",Service-based,State government,Communal violence,Ended
2/17/2024,India,"20 police jurisdictions across Bathinda, Fatehgarh Sahib, Mansa, Patiala, Sangrur, SAS Nagar, and Sri Muktsar Sahib Districts, Punjab",Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
2/17/2024,Myanmar,"Sittwe city, Rakhine State",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
2/17/2024,Pakistan,Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Information control,Ongoing
2/19/2024,India,"Ambala, Fatehabad, Hisar, Jind, Kaithal, Kurukshetra, and Sirsa Districts, Haryana",Shutdown,Mobile,Full network,State government,Protests,Ended
2/20/2024,India,"Ambala, Fatehabad, Hisar, Jind, Kaithal, Kurukshetra, and Sirsa Districts, Haryana",Shutdown,Mobile,Full network,State government,Protests,Ended
2/20/2024,Israel,Nationwide,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
2/21/2024,India,"Ambala, Fatehabad, Hisar, Jind, Kaithal, Kurukshetra, and Sirsa Districts, Haryana",Shutdown,Mobile,Full network,State government,Protests,Ended
2/21/2024,India,"Churachandpur District, Manipur",Shutdown,"Broadband, Mobile",Full network,State government,Communal violence,Ended
2/21/2024,Myanmar,"Kalay township, Sagaing Division",Shutdown,Mobile,Full network,Military,Conflict,Unknown
2/24/2024,Yemen,Parts of Lajh and Taiz governorates,Shutdown,Mobile,Full network,Unknown,Unknown,Unknown
2/25/2024,India,"20 police jurisdictions across Bathinda, Fatehgarh Sahib, Mansa, Patiala, Sangrur, SAS Nagar, and Sri Muktsar Sahib Districts, Punjab",Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
2/26/2024,India,"Beed, Chhatrapati Sambhajinagar, and Jalna Districts, Maharashtra",Shutdown,Unknown,Full network,State government,Protests,Ended
2/26/2024,India,"Churachandpur District, Manipur",Shutdown,"Broadband, Mobile",Full network,State government,Communal violence,Ended
2/28/2024,India,"Sadar Ambala, Panjokhera, Naggal police jurisdictions, Ambala District, Haryana",Shutdown,Mobile,Full network,State government,Protests,Ended
2/28/2024,India,"4 police jurisdictions across Patiala and Sangrur Districts, Punjab",Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
2/28/2024,Chad,Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,Political instability,Ended
3/1/2024,Myanmar,Kachin State,Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
3/1/2024,Myanmar,"Mawdaung town, Tanintharyi Region",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
3/2/2024,India,"4 police jurisdictions across Patiala and Sangrur Districts, Punjab",Shutdown,"Broadband, Mobile",Full network,Executive government,Protests,Ended
3/2/2024,India,"7 targeted zones across district boundaries, Manipur",Shutdown,Mobile,Full network,State government,Communal violence,Ended
3/3/2024,Bahrain,Nationwide,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
3/5/2024,Myanmar,"Tagaung town, Thabeikkyin township, Mandalay Region",Shutdown,"Broadband, Mobile",Full network,Military,Conflict,Unknown
3/5/2024,Palestine,Gaza Strip,Shutdown,"Broadband, Mobile",Full network,Non-government,Conflict,Ended
